train_loss,train_acc,val_loss,val_acc
1.051896874493409,0.4894887720974678,1.038585340657608,0.46749521988527726
0.9416452105741323,0.5532728141423794,0.7251600313141059,0.7151051625239006
0.7100259891207914,0.6903965599617774,0.5998386230113174,0.7323135755258127
0.619049325350421,0.7307692307692307,0.5601394487612562,0.751434034416826
0.5994013823565261,0.7312470138557096,0.5503423248148785,0.7571701720841301
0.5787057667842506,0.7419971333014811,0.5337381854112017,0.7667304015296367
0.554789966051509,0.7544194935499283,0.5368892755608714,0.751434034416826
0.5493956374256337,0.7501194457716197,0.5373335208309312,0.7428298279158699
0.5404672447825184,0.7658862876254181,0.5098239957260584,0.7724665391969407
0.5322619148606156,0.767797419971333,0.5076539244068284,0.7724665391969407
0.5280426071838392,0.7658862876254181,0.5034533090618782,0.7667304015296367
0.5201627434980226,0.7711419015766842,0.5033071818360862,0.7724665391969407
0.5264213198374973,0.7637362637362637,0.5043374836786755,0.7734225621414914
0.5104544557171806,0.7780697563306259,0.49030740846867316,0.7820267686424475
0.4999032529899508,0.7873865265169613,0.4910657617831549,0.7810707456978967
0.49553505299595973,0.785236502627807,0.48952418941840614,0.7848948374760994
0.4909964166385844,0.7854753941710464,0.4847252112501666,0.7858508604206501
0.4786498309805014,0.7940754897276636,0.4888642445121167,0.7810707456978967
0.4878736297963512,0.7873865265169613,0.4863769035950218,0.777246653919694
0.4787621497111177,0.7981366459627329,0.5044105719653872,0.7848948374760994
0.47104737451642653,0.7947921643573818,0.4795664979668466,0.7915869980879541
0.48325037537609855,0.7921643573817487,0.47902927400960976,0.7906309751434034
0.467245452494013,0.7971810797897755,0.4858075250403147,0.7868068833652008
0.4625102724404752,0.7969421882465361,0.47928992056253994,0.7925430210325047
0.46268811621167016,0.8002866698518872,0.4772822684813184,0.7982791586998088
0.46061025013834794,0.8024366937410415,0.47735172031486467,0.7915869980879541
0.45342612119878356,0.8010033444816054,0.47099599019975097,0.7877629063097514
0.4514868000848864,0.7990922121356904,0.48159923938674637,0.7877629063097514
0.4554271250037673,0.8050645007166747,0.5049475336849804,0.7839388145315488
0.45156272318849594,0.800764452938366,0.4804566509409115,0.7877629063097514
0.4476184199657158,0.8050645007166747,0.4665955011065102,0.7954110898661568
0.4400710263322884,0.8045867176301958,0.46506713749573747,0.7982791586998088
0.43923070411675297,0.8093645484949833,0.4570127113599394,0.8001912045889101
0.4377349312659718,0.8093645484949833,0.47228486417128523,0.7963671128107075
0.44113281171286556,0.807931199235547,0.4842996426339815,0.7887189292543021
0.434388554870826,0.8093645484949833,0.4671669124873145,0.7963671128107075
0.4322296989573512,0.8179646440516005,0.45544395631403584,0.8040152963671128
0.4288054790954754,0.8201146679407549,0.48030571465738414,0.8001912045889101
0.4280754175131479,0.8170090778786431,0.4566838018752877,0.8030592734225621
0.4208419086029811,0.8148590539894888,0.45975803884447874,0.7954110898661568
0.4199202810527603,0.8153368370759675,0.46091914062974104,0.8040152963671128
0.42254378137210313,0.8112756808408982,0.46177025917155334,0.8059273422562141
0.4190612414409484,0.8184424271380794,0.4563649751488155,0.7925430210325047
0.41657711530608876,0.8134257047300526,0.4529493805555267,0.7934990439770554
0.4129644458765512,0.8158146201624462,0.4539636247016732,0.8059273422562141
0.4143729036468327,0.8198757763975155,0.45404451663817774,0.8078393881453155
0.40980278105754003,0.8167701863354038,0.4594997862784858,0.8030592734225621
0.40953655432014446,0.8193979933110368,0.4606585439942763,0.8049713193116634
0.40328552013256874,0.8239369326325848,0.44613211617643017,0.7992351816443595
0.4027407844842363,0.8229813664596274,0.45207250311999203,0.7944550669216062
